type,part,expr
wave_16,combined_mode_wave,(-1.606e-4)*sin(8*pi*x)*cos(0.711*pi*t*8)
wave_16,combined_mode_wave,(1.446e-4)*sin(9*pi*x)*cos(0.711*pi*t*9)
wave_16,combined_mode_wave,(1.362e-4)*sin(10*pi*x)*cos(0.711*pi*t*10)
wave_16,combined_mode_wave,(-1.423e-4)*sin(11*pi*x)*cos(0.711*pi*t*11)
wave_16,combined_mode_wave,(1.054e-4)*sin(12*pi*x)*cos(0.711*pi*t*12)
wave_16,combined_mode_wave,(-1.355e-4)*sin(13*pi*x)*cos(0.711*pi*t*13)
wave_16,combined_mode_wave,(1.037e-4)*sin(14*pi*x)*cos(0.711*pi*t*14)
wave_16,combined_mode_wave,(1.038e-4)*sin(15*pi*x)*cos(0.711*pi*t*15)
wave_16,combined_mode_wave,(1.084e-4)*sin(16*pi*x)*cos(0.711*pi*t*16)
wave_16,combined_mode_wave,(-1.502e-1)*sin(1*pi*x)*cos(0.645*pi*t*1)
wave_16,combined_mode_wave,(8.764e-3)*sin(2*pi*x)*cos(0.645*pi*t*2)
wave_16,combined_mode_wave,(4.425e-4)*sin(3*pi*x)*cos(0.645*pi*t*3)
wave_16,combined_mode_wave,(2.982e-4)*sin(4*pi*x)*cos(0.645*pi*t*4)
wave_16,combined_mode_wave,(-3.166e-4)*sin(5*pi*x)*cos(0.645*pi*t*5)
wave_16,combined_mode_wave,(-2.888e-4)*sin(6*pi*x)*cos(0.645*pi*t*6)
wave_16,combined_mode_wave,(-2.059e-4)*sin(7*pi*x)*cos(0.645*pi*t*7)
wave_16,combined_mode_wave,(-1.8e-4)*sin(8*pi*x)*cos(0.645*pi*t*8)
wave_16,combined_mode_wave,(1.221e-4)*sin(9*pi*x)*cos(0.645*pi*t*9)
wave_16,combined_mode_wave,(1.649e-4)*sin(10*pi*x)*cos(0.645*pi*t*10)
wave_16,combined_mode_wave,(-1.288e-4)*sin(11*pi*x)*cos(0.645*pi*t*11)
wave_16,combined_mode_wave,(-9.774e-4)*sin(12*pi*x)*cos(0.645*pi*t*12)
wave_16,combined_mode_wave,(8.569e-4)*sin(13*pi*x)*cos(0.645*pi*t*13)
wave_16,combined_mode_wave,(-9.179e-4)*sin(14*pi*x)*cos(0.645*pi*t*14)
wave_16,combined_mode_wave,(7.144e-4)*sin(15*pi*x)*cos(0.645*pi*t*15)
wave_16,combined_mode_wave,(-8.706e-4)*sin(16*pi*x)*cos(0.645*pi*t*16)
wave_16,sine_part,sin(1*pi*x)*(1.728e-1)
wave_16,sine_part,sin(2*pi*x)*(-5.267e-3)
wave_16,sine_part,sin(3*pi*x)*(-4.166e-4)
wave_16,sine_part,sin(4*pi*x)*(-4.323e-4)
wave_16,sine_part,sin(5*pi*x)*(2.087e-4)
wave_16,sine_part,sin(6*pi*x)*(-1.918e-4)
wave_16,sine_part,sin(7*pi*x)*(-2.243e-4)
wave_16,sine_part,sin(8*pi*x)*(-2.076e-4)
wave_16,sine_part,sin(9*pi*x)*(-1.92e-4)
wave_16,sine_part,sin(10*pi*x)*(1.422e-4)
wave_16,sine_part,sin(11*pi*x)*(1.581e-4)
wave_16,sine_part,sin(12*pi*x)*(1.09e-4)
wave_16,sine_part,sin(13*pi*x)*(1.032e-4)
wave_16,sine_part,sin(14*pi*x)*(9.34e-4)
wave_16,sine_part,sin(15*pi*x)*(6.804e-4)
wave_16,sine_part,sin(16*pi*x)*(-7.248e-4)
wave_16,combined_mode_wave,(1.72e-1)*sin(1*pi*x)*cos(0.673*pi*t*1)
wave_16,combined_mode_wave,(7.651e-3)*sin(2*pi*x)*cos(0.673*pi*t*2)
wave_16,combined_mode_wave,(-3.9e-4)*sin(3*pi*x)*cos(0.673*pi*t*3)
wave_16,combined_mode_wave,(-4.118e-4)*sin(4*pi*x)*cos(0.673*pi*t*4)
wave_16,combined_mode_wave,(-2.35e-4)*sin(5*pi*x)*cos(0.673*pi*t*5)
wave_16,combined_mode_wave,(-2.244e-4)*sin(6*pi*x)*cos(0.673*pi*t*6)
wave_16,combined_mode_wave,(-1.712e-4)*sin(7*pi*x)*cos(0.673*pi*t*7)
wave_16,combined_mode_wave,(1.655e-4)*sin(8*pi*x)*cos(0.673*pi*t*8)
wave_16,combined_mode_wave,(1.147e-4)*sin(9*pi*x)*cos(0.673*pi*t*9)
wave_16,combined_mode_wave,(-1.477e-4)*sin(10*pi*x)*cos(0.673*pi*t*10)
wave_16,combined_mode_wave,(1.37e-4)*sin(11*pi*x)*cos(0.673*pi*t*11)
wave_16,combined_mode_wave,(1.26e-4)*sin(12*pi*x)*cos(0.673*pi*t*12)
wave_16,combined_mode_wave,(-9.357e-4)*sin(13*pi*x)*cos(0.673*pi*t*13)
wave_16,combined_mode_wave,(1.139e-4)*sin(14*pi*x)*cos(0.673*pi*t*14)
wave_16,combined_mode_wave,(-7.443e-4)*sin(15*pi*x)*cos(0.673*pi*t*15)
wave_16,combined_mode_wave,(8.219e-4)*sin(16*pi*x)*cos(0.673*pi*t*16)
wave_16,sine_part,sin(1*pi*x)*(-1.598e-1)
wave_16,sine_part,sin(2*pi*x)*(5.056e-3)
wave_16,sine_part,sin(3*pi*x)*(5e-4)
wave_16,sine_part,sin(4*pi*x)*(2.851e-4)
wave_16,sine_part,sin(5*pi*x)*(3.105e-4)
wave_16,sine_part,sin(6*pi*x)*(-2.607e-4)
wave_16,sine_part,sin(7*pi*x)*(-2.478e-4)
wave_16,sine_part,sin(8*pi*x)*(1.508e-4)
wave_16,sine_part,sin(9*pi*x)*(1.225e-4)
wave_16,sine_part,sin(10*pi*x)*(-1.372e-4)
wave_16,sine_part,sin(11*pi*x)*(-1.577e-4)
wave_16,sine_part,sin(12*pi*x)*(-8.606e-4)
wave_16,sine_part,sin(13*pi*x)*(-9.027e-4)
wave_16,sine_part,sin(14*pi*x)*(-1.005e-4)
wave_16,sine_part,sin(15*pi*x)*(9.332e-4)
wave_16,sine_part,sin(16*pi*x)*(-1.084e-4)
wave_16,combined_mode_wave,(1.602e-1)*sin(1*pi*x)*cos(0.633*pi*t*1)
wave_16,combined_mode_wave,(8.546e-3)*sin(2*pi*x)*cos(0.633*pi*t*2)
wave_16,combined_mode_wave,(-5.379e-4)*sin(3*pi*x)*cos(0.633*pi*t*3)
wave_16,combined_mode_wave,(4.366e-4)*sin(4*pi*x)*cos(0.633*pi*t*4)
wave_16,combined_mode_wave,(-2.519e-4)*sin(5*pi*x)*cos(0.633*pi*t*5)
wave_16,combined_mode_wave,(2.21e-4)*sin(6*pi*x)*cos(0.633*pi*t*6)
wave_16,combined_mode_wave,(-1.692e-4)*sin(7*pi*x)*cos(0.633*pi*t*7)
wave_16,combined_mode_wave,(2.066e-4)*sin(8*pi*x)*cos(0.633*pi*t*8)
wave_16,combined_mode_wave,(-1.476e-4)*sin(9*pi*x)*cos(0.633*pi*t*9)
wave_16,combined_mode_wave,(-1.595e-4)*sin(10*pi*x)*cos(0.633*pi*t*10)
wave_16,combined_mode_wave,(-1.092e-4)*sin(11*pi*x)*cos(0.633*pi*t*11)
wave_16,combined_mode_wave,(1.104e-4)*sin(12*pi*x)*cos(0.633*pi*t*12)
wave_16,combined_mode_wave,(-1.079e-4)*sin(13*pi*x)*cos(0.633*pi*t*13)
wave_16,combined_mode_wave,(1.182e-4)*sin(14*pi*x)*cos(0.633*pi*t*14)
wave_16,combined_mode_wave,(-7.187e-4)*sin(15*pi*x)*cos(0.633*pi*t*15)
wave_16,combined_mode_wave,(1.012e-4)*sin(16*pi*x)*cos(0.633*pi*t*16)
wave_16,sine_part,sin(1*pi*x)*(-1.709e-1)
wave_16,cosine_part,cos(0.319*pi*t*1)
wave_16,sine_part,sin(2*pi*x)*(-6.005e-3)
wave_16,cosine_part,cos(0.319*pi*t*2)
wave_16,sine_part,sin(3*pi*x)*(-4.568e-4)
wave_16,cosine_part,cos(0.319*pi*t*3)
wave_16,sine_part,sin(4*pi*x)*(4.173e-4)
wave_16,cosine_part,cos(0.319*pi*t*4)
wave_16,sine_part,sin(5*pi*x)*(-3.089e-4)
wave_16,cosine_part,cos(0.319*pi*t*5)
wave_16,sine_part,sin(6*pi*x)*(1.945e-4)
wave_16,cosine_part,cos(0.319*pi*t*6)
wave_16,sine_part,sin(7*pi*x)*(-1.824e-4)
wave_16,cosine_part,cos(0.319*pi*t*7)
wave_16,sine_part,sin(8*pi*x)*(1.578e-4)
wave_16,cosine_part,cos(0.319*pi*t*8)
wave_16,sine_part,sin(9*pi*x)*(-1.161e-4)
wave_16,cosine_part,cos(0.319*pi*t*9)
wave_16,sine_part,sin(10*pi*x)*(1.461e-4)
wave_16,cosine_part,cos(0.319*pi*t*10)
wave_16,sine_part,sin(11*pi*x)*(-9.604e-4)
wave_16,cosine_part,cos(0.319*pi*t*11)
wave_16,sine_part,sin(12*pi*x)*(-8.572e-4)
wave_16,cosine_part,cos(0.319*pi*t*12)
wave_16,sine_part,sin(13*pi*x)*(-1.042e-4)
wave_16,cosine_part,cos(0.319*pi*t*13)
wave_16,sine_part,sin(14*pi*x)*(9.898e-4)
wave_16,cosine_part,cos(0.319*pi*t*14)
wave_16,sine_part,sin(15*pi*x)*(7.031e-4)
wave_16,cosine_part,cos(0.319*pi*t*15)
wave_16,sine_part,sin(16*pi*x)*(9.58e-4)
wave_16,cosine_part,cos(0.319*pi*t*16)
wave_16,combined_mode_wave,(1.309e-1)*sin(1*pi*x)*cos(0.484*pi*t*1)
wave_16,combined_mode_wave,(-6.053e-3)*sin(2*pi*x)*cos(0.484*pi*t*2)
wave_16,combined_mode_wave,(-4.484e-4)*sin(3*pi*x)*cos(0.484*pi*t*3)
wave_16,combined_mode_wave,(3.873e-4)*sin(4*pi*x)*cos(0.484*pi*t*4)
wave_16,combined_mode_wave,(2.898e-4)*sin(5*pi*x)*cos(0.484*pi*t*5)
wave_16,combined_mode_wave,(2.85e-4)*sin(6*pi*x)*cos(0.484*pi*t*6)
wave_16,combined_mode_wave,(-2.156e-4)*sin(7*pi*x)*cos(0.484*pi*t*7)
wave_16,combined_mode_wave,(-1.761e-4)*sin(8*pi*x)*cos(0.484*pi*t*8)
wave_16,combined_mode_wave,(1.287e-4)*sin(9*pi*x)*cos(0.484*pi*t*9)
wave_16,combined_mode_wave,(1.606e-4)*sin(10*pi*x)*cos(0.484*pi*t*10)
wave_16,combined_mode_wave,(1.401e-4)*sin(11*pi*x)*cos(0.484*pi*t*11)
wave_16,combined_mode_wave,(1.451e-4)*sin(12*pi*x)*cos(0.484*pi*t*12)
wave_16,combined_mode_wave,(7.693e-4)*sin(13*pi*x)*cos(0.484*pi*t*13)
wave_16,combined_mode_wave,(-1.072e-4)*sin(14*pi*x)*cos(0.484*pi*t*14)
wave_16,combined_mode_wave,(-1.114e-4)*sin(15*pi*x)*cos(0.484*pi*t*15)
wave_16,combined_mode_wave,(7.679e-4)*sin(16*pi*x)*cos(0.484*pi*t*16)
wave_16,combined_mode_wave,(-1.65e-1)*sin(1*pi*x)*cos(0.233*pi*t*1)
wave_16,combined_mode_wave,(-7.665e-3)*sin(2*pi*x)*cos(0.233*pi*t*2)
wave_16,combined_mode_wave,(4.752e-4)*sin(3*pi*x)*cos(0.233*pi*t*3)
wave_16,combined_mode_wave,(3.391e-4)*sin(4*pi*x)*cos(0.233*pi*t*4)
wave_16,combined_mode_wave,(-2.098e-4)*sin(5*pi*x)*cos(0.233*pi*t*5)
wave_16,combined_mode_wave,(-2.213e-4)*sin(6*pi*x)*cos(0.233*pi*t*6)
wave_16,combined_mode_wave,(2.384e-4)*sin(7*pi*x)*cos(0.233*pi*t*7)
wave_16,combined_mode_wave,(1.79e-4)*sin(8*pi*x)*cos(0.233*pi*t*8)
wave_16,combined_mode_wave,(1.276e-4)*sin(9*pi*x)*cos(0.233*pi*t*9)
wave_16,combined_mode_wave,(1.74e-4)*sin(10*pi*x)*cos(0.233*pi*t*10)
wave_16,combined_mode_wave,(-1.345e-4)*sin(11*pi*x)*cos(0.233*pi*t*11)
wave_16,combined_mode_wave,(-9.886e-4)*sin(12*pi*x)*cos(0.233*pi*t*12)
wave_16,combined_mode_wave,(-1.17e-4)*sin(13*pi*x)*cos(0.233*pi*t*13)
wave_16,combined_mode_wave,(-1.231e-4)*sin(14*pi*x)*cos(0.233*pi*t*14)
wave_16,combined_mode_wave,(1.081e-4)*sin(15*pi*x)*cos(0.233*pi*t*15)
wave_16,combined_mode_wave,(-9.996e-4)*sin(16*pi*x)*cos(0.233*pi*t*16)
wave_16,combined_mode_wave,(-1.333e-1)*sin(1*pi*x)*cos(0.327*pi*t*1)
wave_16,combined_mode_wave,(7.123e-3)*sin(2*pi*x)*cos(0.327*pi*t*2)
wave_16,combined_mode_wave,(3.85e-4)*sin(3*pi*x)*cos(0.327*pi*t*3)
wave_16,combined_mode_wave,(-3.139e-4)*sin(4*pi*x)*cos(0.327*pi*t*4)
wave_16,combined_mode_wave,(-2.821e-4)*sin(5*pi*x)*cos(0.327*pi*t*5)
wave_16,combined_mode_wave,(-2.356e-4)*sin(6*pi*x)*cos(0.327*pi*t*6)
wave_16,combined_mode_wave,(1.462e-4)*sin(7*pi*x)*cos(0.327*pi*t*7)
wave_16,combined_mode_wave,(-1.77e-4)*sin(8*pi*x)*cos(0.327*pi*t*8)
wave_16,combined_mode_wave,(-1.761e-4)*sin(9*pi*x)*cos(0.327*pi*t*9)
wave_16,combined_mode_wave,(-1.71e-4)*sin(10*pi*x)*cos(0.327*pi*t*10)
wave_16,combined_mode_wave,(1.283e-4)*sin(11*pi*x)*cos(0.327*pi*t*11)
wave_16,combined_mode_wave,(-1.014e-4)*sin(12*pi*x)*cos(0.327*pi*t*12)
wave_16,combined_mode_wave,(-1.18e-4)*sin(13*pi*x)*cos(0.327*pi*t*13)
wave_16,combined_mode_wave,(-9.618e-4)*sin(14*pi*x)*cos(0.327*pi*t*14)
wave_16,combined_mode_wave,(-8.041e-4)*sin(15*pi*x)*cos(0.327*pi*t*15)
wave_16,combined_mode_wave,(-8.664e-4)*sin(16*pi*x)*cos(0.327*pi*t*16)
wave_16,sine_part,sin(1*pi*x)*(-1.229e-1)
wave_16,cosine_part,cos(0.132*pi*t*1)
wave_16,sine_part,sin(2*pi*x)*(5.916e-3)
wave_16,cosine_part,cos(0.132*pi*t*2)
wave_16,sine_part,sin(3*pi*x)*(-4.099e-4)
wave_16,cosine_part,cos(0.132*pi*t*3)
wave_16,sine_part,sin(4*pi*x)*(2.7e-4)
wave_16,cosine_part,cos(0.132*pi*t*4)
wave_16,sine_part,sin(5*pi*x)*(-2.091e-4)
wave_16,cosine_part,cos(0.132*pi*t*5)
wave_16,sine_part,sin(6*pi*x)*(-1.962e-4)
wave_16,cosine_part,cos(0.132*pi*t*6)
wave_16,sine_part,sin(7*pi*x)*(1.982e-4)
wave_16,cosine_part,cos(0.132*pi*t*7)
wave_16,cosine_part,cos(0.132*pi*t*8)
wave_16,sine_part,sin(9*pi*x)*(1.606e-4)
wave_16,cosine_part,cos(0.132*pi*t*9)
wave_16,sine_part,sin(10*pi*x)*(1.441e-4)
wave_16,cosine_part,cos(0.132*pi*t*10)
wave_16,sine_part,sin(11*pi*x)*(-1.47e-4)
wave_16,cosine_part,cos(0.132*pi*t*11)
wave_16,sine_part,sin(12*pi*x)*(-1.064e-4)
wave_16,cosine_part,cos(0.132*pi*t*12)
wave_16,sine_part,sin(13*pi*x)*(1.229e-4)
wave_16,cosine_part,cos(0.132*pi*t*13)
wave_16,sine_part,sin(14*pi*x)*(7.932e-4)
wave_16,cosine_part,cos(0.132*pi*t*14)
wave_16,sine_part,sin(15*pi*x)*(-1.171e-4)
wave_16,cosine_part,cos(0.132*pi*t*15)
wave_16,sine_part,sin(16*pi*x)*(1.087e-4)
wave_16,cosine_part,cos(0.132*pi*t*16)
wave_16,sine_part,sin(1*pi*x)*(1.599e-1)
wave_16,cosine_part,cos(0.585*pi*t*1)
wave_16,sine_part,sin(2*pi*x)*(6.721e-3)
wave_16,cosine_part,cos(0.585*pi*t*2)
wave_16,sine_part,sin(3*pi*x)*(3.744e-4)
wave_16,cosine_part,cos(0.585*pi*t*3)
wave_16,sine_part,sin(4*pi*x)*(3.807e-4)
wave_16,cosine_part,cos(0.585*pi*t*4)
wave_16,sine_part,sin(5*pi*x)*(3.037e-4)
wave_16,cosine_part,cos(0.585*pi*t*5)
wave_16,sine_part,sin(6*pi*x)*(1.834e-4)
wave_16,cosine_part,cos(0.585*pi*t*6)
wave_16,sine_part,sin(7*pi*x)*(1.739e-4)
wave_16,cosine_part,cos(0.585*pi*t*7)
wave_16,sine_part,sin(8*pi*x)*(1.875e-4)
wave_16,cosine_part,cos(0.585*pi*t*8)
wave_16,sine_part,sin(9*pi*x)*(1.467e-4)
wave_16,cosine_part,cos(0.585*pi*t*9)
wave_16,sine_part,sin(10*pi*x)*(-1.251e-4)
wave_16,cosine_part,cos(0.585*pi*t*10)
wave_16,sine_part,sin(11*pi*x)*(1.006e-4)
wave_16,cosine_part,cos(0.585*pi*t*11)
wave_16,sine_part,sin(12*pi*x)*(1.055e-4)
wave_16,cosine_part,cos(0.585*pi*t*12)
wave_16,sine_part,sin(13*pi*x)*(1.204e-4)
wave_16,cosine_part,cos(0.585*pi*t*13)
wave_16,sine_part,sin(14*pi*x)*(-7.985e-4)
wave_16,cosine_part,cos(0.585*pi*t*14)
wave_16,sine_part,sin(15*pi*x)*(-1.089e-4)
wave_16,cosine_part,cos(0.585*pi*t*15)
wave_16,sine_part,sin(16*pi*x)*(-1.004e-4)
wave_16,cosine_part,cos(0.585*pi*t*16)
wave_16,sine_part,sin(1*pi*x)*(1.264e-1)
wave_16,cosine_part,cos(0.658*pi*t*1)
wave_16,sine_part,sin(2*pi*x)*(-5.734e-3)
wave_16,cosine_part,cos(0.658*pi*t*2)
wave_16,sine_part,sin(3*pi*x)*(-4.354e-4)
wave_16,cosine_part,cos(0.658*pi*t*3)
wave_16,sine_part,sin(4*pi*x)*(3.494e-4)
wave_16,cosine_part,cos(0.658*pi*t*4)
wave_16,sine_part,sin(5*pi*x)*(3.276e-4)
wave_16,cosine_part,cos(0.658*pi*t*5)
wave_16,sine_part,sin(6*pi*x)*(-2.227e-4)
wave_16,cosine_part,cos(0.658*pi*t*6)
wave_16,sine_part,sin(7*pi*x)*(-2.079e-4)
wave_16,cosine_part,cos(0.658*pi*t*7)
wave_16,sine_part,sin(8*pi*x)*(1.842e-4)
wave_16,cosine_part,cos(0.658*pi*t*8)
wave_16,sine_part,sin(9*pi*x)*(-1.118e-4)
wave_16,cosine_part,cos(0.658*pi*t*9)
wave_16,sine_part,sin(10*pi*x)*(-1.654e-4)
wave_16,cosine_part,cos(0.658*pi*t*10)
wave_16,sine_part,sin(11*pi*x)*(1.546e-4)
wave_16,cosine_part,cos(0.658*pi*t*11)
wave_16,sine_part,sin(12*pi*x)*(9.131e-4)
wave_16,cosine_part,cos(0.658*pi*t*12)
wave_16,sine_part,sin(13*pi*x)*(8.419e-4)
wave_16,cosine_part,cos(0.658*pi*t*13)
wave_16,sine_part,sin(14*pi*x)*(-9.107e-4)
wave_16,cosine_part,cos(0.658*pi*t*14)
wave_16,sine_part,sin(15*pi*x)*(-1.072e-4)
wave_16,cosine_part,cos(0.658*pi*t*15)
wave_16,sine_part,sin(16*pi*x)*(-7.467e-4)
wave_16,cosine_part,cos(0.658*pi*t*16)
wave_16,combined_mode_wave,(1.689e-1)*sin(1*pi*x)*cos(0.168*pi*t*1)
wave_16,combined_mode_wave,(5.925e-3)*sin(2*pi*x)*cos(0.168*pi*t*2)
wave_16,combined_mode_wave,(4.455e-4)*sin(3*pi*x)*cos(0.168*pi*t*3)
wave_16,combined_mode_wave,(4.28e-4)*sin(4*pi*x)*cos(0.168*pi*t*4)
wave_16,combined_mode_wave,(2.187e-4)*sin(5*pi*x)*cos(0.168*pi*t*5)
wave_16,combined_mode_wave,(2.479e-4)*sin(6*pi*x)*cos(0.168*pi*t*6)
wave_16,combined_mode_wave,(1.626e-4)*sin(7*pi*x)*cos(0.168*pi*t*7)
wave_16,combined_mode_wave,(-1.535e-4)*sin(8*pi*x)*cos(0.168*pi*t*8)
wave_16,combined_mode_wave,(-1.419e-4)*sin(9*pi*x)*cos(0.168*pi*t*9)
wave_16,combined_mode_wave,(-1.386e-4)*sin(10*pi*x)*cos(0.168*pi*t*10)
wave_16,combined_mode_wave,(1.008e-4)*sin(11*pi*x)*cos(0.168*pi*t*11)
wave_16,combined_mode_wave,(-9.313e-4)*sin(12*pi*x)*cos(0.168*pi*t*12)
wave_16,combined_mode_wave,(7.788e-4)*sin(13*pi*x)*cos(0.168*pi*t*13)
wave_16,combined_mode_wave,(-7.983e-4)*sin(14*pi*x)*cos(0.168*pi*t*14)
wave_16,combined_mode_wave,(-7.853e-4)*sin(15*pi*x)*cos(0.168*pi*t*15)
wave_16,combined_mode_wave,(8.07e-4)*sin(16*pi*x)*cos(0.168*pi*t*16)
wave_16,combined_mode_wave,(-1.644e-1)*sin(1*pi*x)*cos(0.354*pi*t*1)
wave_16,combined_mode_wave,(5.214e-3)*sin(2*pi*x)*cos(0.354*pi*t*2)
wave_16,combined_mode_wave,(-4.362e-4)*sin(3*pi*x)*cos(0.354*pi*t*3)
wave_16,combined_mode_wave,(3.289e-4)*sin(4*pi*x)*cos(0.354*pi*t*4)
wave_16,combined_mode_wave,(2.256e-4)*sin(5*pi*x)*cos(0.354*pi*t*5)
wave_16,combined_mode_wave,(-2.728e-4)*sin(6*pi*x)*cos(0.354*pi*t*6)
wave_16,combined_mode_wave,(2.264e-4)*sin(7*pi*x)*cos(0.354*pi*t*7)
wave_16,combined_mode_wave,(1.714e-4)*sin(8*pi*x)*cos(0.354*pi*t*8)
wave_16,combined_mode_wave,(-1.428e-4)*sin(9*pi*x)*cos(0.354*pi*t*9)
wave_16,combined_mode_wave,(-1.672e-4)*sin(10*pi*x)*cos(0.354*pi*t*10)
wave_16,combined_mode_wave,(-9.922e-4)*sin(11*pi*x)*cos(0.354*pi*t*11)
wave_16,combined_mode_wave,(8.257e-4)*sin(12*pi*x)*cos(0.354*pi*t*12)
wave_16,combined_mode_wave,(1.243e-4)*sin(13*pi*x)*cos(0.354*pi*t*13)
wave_16,combined_mode_wave,(-9.24e-4)*sin(14*pi*x)*cos(0.354*pi*t*14)
wave_16,combined_mode_wave,(-1.178e-4)*sin(15*pi*x)*cos(0.354*pi*t*15)
wave_16,combined_mode_wave,(-7.145e-4)*sin(16*pi*x)*cos(0.354*pi*t*16)
wave_16,combined_mode_wave,(-1.228e-1)*sin(1*pi*x)*cos(0.448*pi*t*1)
wave_16,combined_mode_wave,(-5.368e-3)*sin(2*pi*x)*cos(0.448*pi*t*2)
wave_16,combined_mode_wave,(-4.841e-4)*sin(3*pi*x)*cos(0.448*pi*t*3)
wave_16,combined_mode_wave,(-4.016e-4)*sin(4*pi*x)*cos(0.448*pi*t*4)
wave_16,combined_mode_wave,(3.146e-4)*sin(5*pi*x)*cos(0.448*pi*t*5)
wave_16,combined_mode_wave,(2.598e-4)*sin(6*pi*x)*cos(0.448*pi*t*6)
wave_16,combined_mode_wave,(-1.779e-4)*sin(7*pi*x)*cos(0.448*pi*t*7)
wave_16,combined_mode_wave,(-1.863e-4)*sin(8*pi*x)*cos(0.448*pi*t*8)
wave_16,combined_mode_wave,(-1.674e-4)*sin(9*pi*x)*cos(0.448*pi*t*9)
wave_16,combined_mode_wave,(1.659e-4)*sin(10*pi*x)*cos(0.448*pi*t*10)
wave_16,combined_mode_wave,(1.276e-4)*sin(11*pi*x)*cos(0.448*pi*t*11)
wave_16,combined_mode_wave,(1.116e-4)*sin(12*pi*x)*cos(0.448*pi*t*12)
wave_16,combined_mode_wave,(-1.093e-4)*sin(13*pi*x)*cos(0.448*pi*t*13)
wave_16,combined_mode_wave,(-8.287e-4)*sin(14*pi*x)*cos(0.448*pi*t*14)
wave_16,combined_mode_wave,(7.737e-4)*sin(15*pi*x)*cos(0.448*pi*t*15)
wave_16,combined_mode_wave,(-9.868e-4)*sin(16*pi*x)*cos(0.448*pi*t*16)
wave_16,combined_mode_wave,(-1.426e-1)*sin(1*pi*x)*cos(0.613*pi*t*1)
wave_16,combined_mode_wave,(-7.597e-3)*sin(2*pi*x)*cos(0.613*pi*t*2)
wave_16,combined_mode_wave,(-3.972e-4)*sin(3*pi*x)*cos(0.613*pi*t*3)
wave_16,combined_mode_wave,(4.189e-4)*sin(4*pi*x)*cos(0.613*pi*t*4)
wave_16,combined_mode_wave,(2.405e-4)*sin(5*pi*x)*cos(0.613*pi*t*5)
wave_16,combined_mode_wave,(2.843e-4)*sin(6*pi*x)*cos(0.613*pi*t*6)
wave_16,combined_mode_wave,(2.03e-4)*sin(7*pi*x)*cos(0.613*pi*t*7)
wave_16,combined_mode_wave,(-1.493e-4)*sin(8*pi*x)*cos(0.613*pi*t*8)
wave_16,combined_mode_wave,(-1.376e-4)*sin(9*pi*x)*cos(0.613*pi*t*9)
wave_16,combined_mode_wave,(1.614e-4)*sin(10*pi*x)*cos(0.613*pi*t*10)
wave_16,combined_mode_wave,(-1.458e-4)*sin(11*pi*x)*cos(0.613*pi*t*11)
wave_16,combined_mode_wave,(8.738e-4)*sin(12*pi*x)*cos(0.613*pi*t*12)
wave_16,combined_mode_wave,(9.627e-4)*sin(13*pi*x)*cos(0.613*pi*t*13)
wave_16,combined_mode_wave,(-1.114e-4)*sin(14*pi*x)*cos(0.613*pi*t*14)
wave_16,combined_mode_wave,(-1.079e-4)*sin(15*pi*x)*cos(0.613*pi*t*15)
wave_16,combined_mode_wave,(-8.642e-4)*sin(16*pi*x)*cos(0.613*pi*t*16)
wave_16,sine_part,sin(1*pi*x)*(-1.225e-1)
wave_16,cosine_part,cos(0.555*pi*t*1)
wave_16,sine_part,sin(2*pi*x)*(-7.669e-3)
wave_16,cosine_part,cos(0.555*pi*t*2)
wave_16,sine_part,sin(3*pi*x)*(-5.701e-4)
wave_16,cosine_part,cos(0.555*pi*t*3)
wave_16,sine_part,sin(4*pi*x)*(3.869e-4)
wave_16,cosine_part,cos(0.555*pi*t*4)
wave_16,sine_part,sin(5*pi*x)*(3.285e-4)
wave_16,cosine_part,cos(0.555*pi*t*5)
wave_16,sine_part,sin(6*pi*x)*(-1.732e-4)
wave_16,cosine_part,cos(0.555*pi*t*6)
wave_16,sine_part,sin(7*pi*x)*(-1.615e-4)
wave_16,cosine_part,cos(0.555*pi*t*7)
wave_16,sine_part,sin(8*pi*x)*(1.333e-4)
wave_16,cosine_part,cos(0.555*pi*t*8)
wave_16,sine_part,sin(9*pi*x)*(1.301e-4)
wave_16,cosine_part,cos(0.555*pi*t*9)
wave_16,sine_part,sin(10*pi*x)*(-1.581e-4)
wave_16,cosine_part,cos(0.555*pi*t*10)
wave_16,sine_part,sin(11*pi*x)*(9.41e-4)
wave_16,cosine_part,cos(0.555*pi*t*11)
wave_16,sine_part,sin(12*pi*x)*(-9.03e-4)
wave_16,cosine_part,cos(0.555*pi*t*12)
wave_16,sine_part,sin(13*pi*x)*(7.67e-4)
wave_16,cosine_part,cos(0.555*pi*t*13)
wave_16,cosine_part,cos(0.555*pi*t*14)
wave_16,sine_part,sin(15*pi*x)*(-1.142e-4)
wave_16,cosine_part,cos(0.555*pi*t*15)
wave_16,sine_part,sin(16*pi*x)*(-9.995e-4)
wave_16,cosine_part,cos(0.555*pi*t*16)
wave_16,combined_mode_wave,(-1.616e-1)*sin(1*pi*x)*cos(0.392*pi*t*1)
wave_16,combined_mode_wave,(8.822e-3)*sin(2*pi*x)*cos(0.392*pi*t*2)
wave_16,combined_mode_wave,(3.332e-4)*sin(3*pi*x)*cos(0.392*pi*t*3)
